SPOE;BZ;OEVP;WBER;FPOE;WIFF;GRUE;SLP;GFW;FREIE;M;ANDAS;NEOS;SPR;ABG.;UNG.;WWW;WK
201;13;157;974;135;0;71;0;3;0;0;4;67;15;642;4;0;8
221;13;121;934;130;0;56;0;1;0;0;6;39;16;591;15;2;8
206;13;135;1073;162;0;88;0;1;0;0;5;61;17;676;16;2;8
199;13;152;988;137;0;82;0;0;0;0;2;72;18;665;20;1;8
168;13;135;1000;156;0;61;0;0;0;0;7;66;19;614;19;2;8
180;13;181;1140;132;0;85;0;0;0;0;10;132;20;747;27;0;8
184;13;94;927;158;0;57;0;1;0;0;7;50;21;562;11;0;8
221;13;117;1184;268;0;71;0;0;0;0;3;64;22;759;13;2;8
239;13;138;1130;195;0;82;0;2;0;0;5;59;23;738;18;0;8
285;13;35;1108;223;0;30;0;0;0;0;10;17;24;621;19;2;8
186;13;138;789;116;0;53;0;0;0;0;4;43;25;554;13;1;8
195;13;157;1055;152;0;109;0;1;0;0;5;74;26;701;8;0;8
198;13;97;958;159;0;53;0;0;0;0;4;76;27;596;7;2;8
268;13;67;924;171;0;53;0;1;0;0;2;50;28;628;14;2;8
193;13;132;913;149;0;70;0;0;0;0;3;62;29;620;11;0;8
213;13;133;1132;174;0;64;0;1;0;0;9;52;30;664;17;1;8
221;13;41;853;209;0;25;0;1;0;0;5;18;31;540;19;1;8
205;13;115;959;131;0;78;0;0;0;0;2;69;32;613;11;2;8
167;13;132;946;134;0;75;0;1;0;0;5;68;33;610;28;0;8
132;13;116;761;115;0;53;0;1;0;0;3;62;34;493;11;0;8
197;13;83;906;227;0;52;0;1;0;0;8;33;35;611;9;1;8
146;13;134;935;158;0;63;0;3;0;0;14;61;36;597;17;1;8
202;13;119;1171;209;0;48;0;1;0;0;7;61;37;675;26;2;8
150;13;149;891;116;0;82;0;1;0;0;3;61;38;572;10;0;8
91;13;108;618;77;0;57;0;0;0;0;4;66;39;408;5;0;8
150;13;62;651;110;0;51;0;2;0;0;6;27;40;422;14;0;8
130;13;70;597;106;0;34;0;2;0;0;3;23;41;376;8;0;8
0;13;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;8
0;13;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;8
0;13;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;8
0;13;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;8
1983;13;1342;0;1345;0;674;0;8;0;0;33;609;46;6060;54;12;8
122;14;13;0;70;0;30;0;0;0;0;5;18;0;264;5;1;9
150;14;36;773;130;0;58;0;4;0;0;7;21;1;420;12;2;9
187;14;73;892;139;0;82;0;3;0;0;7;37;2;541;13;0;9
179;14;28;729;136;0;36;0;0;0;0;5;30;3;427;13;0;9
160;14;54;707;122;0;60;0;0;0;0;1;37;4;443;6;3;9
143;14;47;580;95;0;40;0;3;0;0;1;23;5;357;5;0;9
157;14;72;858;107;0;87;0;0;0;0;7;38;6;482;12;2;9
197;14;93;933;106;0;127;0;1;0;0;7;57;7;592;4;0;9
158;14;49;1001;127;0;105;0;0;0;0;1;40;8;504;22;2;9
187;14;65;870;123;0;90;0;2;0;0;3;48;9;537;18;1;9
266;14;44;960;176;0;43;0;5;0;0;4;21;10;568;6;3;9
136;14;66;585;111;0;36;0;0;0;0;1;33;11;395;10;2;9
272;14;71;943;176;0;44;0;1;0;0;4;18;12;620;30;4;9
231;14;25;967;226;0;40;0;5;0;0;4;13;13;565;18;3;9
236;14;46;850;172;0;62;0;3;0;0;3;26;14;557;7;2;9
123;14;20;661;128;0;39;0;12;0;0;2;13;15;356;18;1;9
156;14;54;766;145;0;56;0;1;0;0;1;36;16;454;5;0;9
264;14;80;1155;277;0;75;0;0;0;0;10;63;17;787;15;3;9
288;14;73;1102;188;0;40;0;3;0;0;2;53;18;680;30;3;9
208;14;136;896;158;0;86;0;0;0;0;2;60;19;688;38;0;9
248;14;86;1101;158;0;86;0;0;0;0;5;63;20;656;10;0;9
241;14;115;1023;160;0;81;0;0;0;0;4;67;21;679;9;2;9
218;14;79;963;189;0;72;0;1;0;0;8;44;22;630;17;2;9
171;14;51;817;157;0;74;0;2;0;0;8;40;23;518;14;1;9
180;14;45;856;205;0;50;0;2;0;0;3;23;24;536;24;4;9
145;14;17;656;161;0;34;0;1;0;0;4;22;25;400;14;2;9
211;14;32;974;236;0;33;0;0;0;0;6;21;26;556;16;1;9
257;14;29;1000;231;0;42;0;4;0;0;9;21;27;608;13;2;9
188;14;28;720;142;0;23;0;2;0;0;5;19;28;419;10;2;9
185;14;15;635;143;0;11;0;4;0;0;5;7;29;376;5;1;9
171;14;93;778;154;0;57;0;0;0;0;9;57;30;568;26;1;9
138;14;29;654;139;0;38;0;0;0;0;5;14;31;381;16;2;9
140;14;61;731;154;0;38;0;3;0;0;3;24;32;447;21;3;9
238;14;72;1062;238;0;45;0;6;0;0;4;34;33;647;9;1;9
158;14;73;649;161;0;43;0;1;0;0;1;42;34;484;4;1;9
196;14;61;790;139;0;37;0;3;0;0;3;35;35;483;7;2;9
190;14;26;829;163;0;28;0;5;0;0;7;18;36;439;2;0;9
206;14;54;960;140;0;74;0;3;0;0;10;44;37;550;16;3;9
190;14;98;938;169;0;108;0;0;0;0;7;63;38;643;5;3;9
260;14;74;988;176;0;73;0;0;0;0;1;43;39;638;11;0;9
243;14;92;1031;132;0;109;0;4;0;0;6;63;40;662;10;3;9
236;14;99;1033;164;0;107;0;0;0;0;1;49;41;676;18;2;9
232;14;79;1136;225;0;99;0;0;0;0;7;43;42;701;15;1;9
228;14;35;1030;113;0;84;0;15;0;0;7;35;43;533;14;2;9
180;14;23;939;148;0;75;0;17;0;0;6;22;44;484;12;1;9
180;14;48;1009;134;0;100;0;1;0;0;9;37;45;533;23;1;9
142;14;76;685;139;0;51;0;0;0;0;8;47;46;472;9;0;9
150;14;20;864;166;0;65;0;3;0;0;11;26;47;448;7;0;9
175;14;21;825;179;0;40;0;6;0;0;1;8;48;435;5;0;9
199;14;40;749;122;0;103;0;1;0;0;5;19;49;501;12;0;9
233;14;39;1030;227;0;44;0;2;0;0;7;15;50;588;20;1;9
135;14;37;646;113;0;56;0;1;0;0;2;24;51;374;5;1;9
245;14;48;1006;211;0;39;0;0;0;0;2;29;52;581;5;2;9
247;14;47;999;191;0;49;0;3;0;0;2;18;53;571;12;2;9
256;14;38;996;184;0;71;0;7;0;0;2;21;54;596;14;3;9
246;14;100;1106;178;0;103;0;1;0;0;10;50;55;703;15;0;9
233;14;122;1004;213;0;78;0;0;0;0;6;67;56;726;6;1;9
273;14;90;1167;254;0;114;0;0;0;0;15;59;57;816;8;3;9
228;14;66;983;238;0;51;0;5;0;0;9;40;58;645;4;4;9
278;14;46;1116;244;0;65;0;3;0;0;7;40;59;702;15;4;9
157;14;37;750;141;0;54;0;2;0;0;2;29;60;435;9;4;9
158;14;25;673;137;0;57;0;1;0;0;14;19;61;414;3;0;9
208;14;27;963;170;0;80;0;3;0;0;12;17;62;532;11;4;9
173;14;55;838;143;0;85;0;3;0;0;7;24;63;497;7;0;9
221;14;63;985;163;0;103;0;2;0;0;5;53;64;620;9;1;9
217;14;58;918;162;0;87;0;0;0;0;13;35;65;598;19;7;9
235;14;47;1172;274;0;62;0;10;0;0;9;27;66;673;7;2;9
230;14;36;1005;227;0;71;0;4;0;0;10;27;67;623;14;4;9
0;14;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;9
0;14;0;0;0;0;0;0;0;0;0;0;0;69;0;0;0;9
3311;14;1109;0;2161;0;1224;0;12;0;0;86;603;70;8607;77;24;9
58;15;14;0;43;0;37;0;1;0;0;4;11;0;171;3;0;10
258;15;15;1086;246;0;21;0;15;0;0;3;8;1;593;26;1;10
287;15;36;976;159;0;29;0;2;0;0;2;11;2;556;22;8;10
253;15;50;985;181;0;86;0;2;0;0;12;18;3;614;11;1;10
218;15;19;861;169;0;27;0;4;0;0;3;13;4;483;28;2;10
194;15;21;838;137;0;21;0;17;0;0;3;19;5;418;5;1;10
228;15;29;932;147;0;85;0;7;0;0;12;21;6;537;7;1;10
136;15;35;751;106;0;56;0;1;0;0;5;19;7;380;20;2;10
187;15;32;855;102;0;88;0;0;0;0;10;18;8;458;21;0;10
146;15;25;778;114;0;93;0;5;0;0;8;22;9;436;20;3;10
187;15;22;846;115;0;56;0;17;0;0;13;16;10;442;16;0;10
167;15;23;880;121;0;115;0;5;0;0;6;15;11;464;12;0;10
180;15;32;830;91;0;131;0;1;0;0;5;34;12;479;4;1;10
224;15;44;1007;146;0;111;0;1;0;0;11;34;13;578;7;0;10
145;15;20;750;81;0;92;0;6;0;0;3;18;14;376;11;0;10
159;15;34;793;78;0;107;0;8;0;0;10;25;15;426;4;1;10
155;15;23;672;130;0;69;0;2;0;0;4;19;16;413;10;1;10
176;15;20;833;128;0;64;0;10;0;0;8;17;17;438;11;4;10
50;15;7;195;26;0;33;0;0;0;0;0;6;18;124;2;0;10
140;15;34;628;86;0;64;0;4;0;0;7;22;19;365;8;0;10
188;15;14;796;105;0;82;0;3;0;0;8;25;20;436;10;1;10
202;15;28;844;108;0;84;0;6;0;0;5;27;21;471;10;1;10
187;15;25;882;147;0;69;0;5;0;0;9;24;22;469;3;0;10
206;15;28;994;159;0;38;0;7;0;0;11;23;23;487;14;1;10
233;15;30;945;142;0;67;0;13;0;0;7;17;24;517;6;2;10
214;15;38;917;126;0;84;0;9;0;0;5;19;25;504;7;2;10
182;15;18;756;109;0;51;0;6;0;0;0;21;26;389;1;1;10
175;15;26;716;121;0;66;0;6;0;0;4;27;27;429;2;2;10
224;15;30;952;182;0;87;0;6;0;0;8;17;28;572;16;2;10
145;15;16;748;103;0;59;0;10;0;0;5;17;29;368;13;0;10
164;15;26;708;131;0;51;0;16;0;0;8;9;30;421;16;0;10
122;15;10;568;74;0;41;0;4;0;0;8;10;31;274;5;0;10
237;15;32;847;99;0;143;0;2;0;0;8;30;32;568;17;0;10
184;15;18;744;92;0;80;0;1;0;0;14;13;33;408;6;0;10
184;15;34;894;108;0;109;0;1;0;0;7;31;34;491;17;0;10
173;15;33;783;71;0;90;0;4;0;0;12;24;35;415;8;0;10
203;15;19;817;101;0;79;0;4;0;0;3;14;36;438;15;0;10
163;15;25;804;89;0;105;0;7;0;0;6;39;37;437;3;0;10
181;15;30;805;122;0;75;0;2;0;0;9;21;38;455;15;0;10
175;15;24;781;112;0;60;0;0;0;0;5;27;39;410;7;0;10
226;15;29;899;124;0;46;0;11;0;0;3;25;40;486;21;1;10
179;15;42;824;164;0;53;0;0;0;0;7;19;41;477;12;1;10
150;15;35;693;97;0;74;0;5;0;0;4;24;42;395;6;0;10
275;15;28;888;151;0;48;0;9;0;0;2;17;43;536;6;0;10
221;15;33;938;163;0;71;0;10;0;0;10;22;44;543;13;0;10
188;15;16;779;114;0;45;0;8;0;0;9;19;45;414;15;0;10
190;15;21;787;123;0;55;0;6;0;0;5;11;46;425;14;0;10
223;15;23;965;139;0;74;0;12;0;0;6;22;47;510;10;1;10
199;15;28;820;130;0;80;0;1;0;0;3;18;48;476;17;0;10
156;15;25;801;109;0;82;0;14;0;0;8;19;49;438;22;3;10
2275;15;399;0;1168;0;1138;0;21;0;0;78;276;50;5425;62;8;10
103;16;20;0;73;0;34;0;0;0;0;2;18;0;257;6;1;11
109;16;21;550;56;0;46;0;4;0;0;7;18;1;267;6;0;11
140;16;15;637;59;0;64;0;6;0;0;4;19;2;314;7;0;11
166;16;30;752;75;0;111;0;7;0;0;15;17;3;430;7;2;11
179;16;39;791;111;0;85;0;7;0;0;9;21;4;469;18;0;11
118;16;33;663;60;0;75;0;8;0;0;8;10;5;357;45;0;11
149;16;19;664;46;0;93;0;9;0;0;12;16;6;345;1;0;11
159;16;30;681;69;0;119;0;4;0;0;5;14;7;412;11;1;11
176;16;25;704;76;0;63;0;12;0;0;5;16;8;379;6;0;11
141;16;14;646;101;0;70;0;4;0;0;7;15;9;360;5;3;11
109;16;12;512;85;0;47;0;3;0;0;7;9;10;280;8;0;11
100;16;20;603;81;0;69;0;5;0;0;6;15;11;304;7;1;11
193;16;39;853;110;0;81;0;11;0;0;12;19;12;483;18;0;11
190;16;26;844;111;0;100;0;5;0;0;6;31;13;484;15;0;11
188;16;39;678;112;0;80;0;4;0;0;13;30;14;482;16;0;11
178;16;20;766;96;0;102;0;15;0;0;12;35;15;479;20;1;11
140;16;20;611;102;0;39;0;8;0;0;5;14;16;337;9;0;11
217;16;25;894;148;0;64;0;16;0;0;8;26;17;508;3;1;11
171;16;26;849;142;0;88;0;7;0;0;12;22;18;479;11;0;11
180;16;21;785;77;0;88;0;2;0;0;6;19;19;404;11;0;11
158;16;21;632;57;0;64;0;3;0;0;9;12;20;329;4;1;11
192;16;26;761;104;0;52;0;5;0;0;6;22;21;421;13;1;11
169;16;24;750;110;0;37;0;12;0;0;3;13;22;377;9;0;11
97;16;14;521;63;0;48;0;2;0;0;7;9;23;246;2;4;11
140;16;22;569;102;0;50;0;8;0;0;3;10;24;343;6;2;11
124;16;12;583;76;0;32;0;4;0;0;2;16;25;279;10;3;11
185;16;19;853;128;0;49;0;11;0;0;6;17;26;452;37;0;11
208;16;10;749;148;0;13;0;4;0;0;1;12;27;419;23;0;11
152;16;20;672;188;0;14;0;7;0;0;5;15;28;404;2;1;11
167;16;16;852;109;0;42;0;20;0;0;5;14;29;389;16;0;11
132;16;29;753;124;0;73;0;6;0;0;9;22;30;400;4;1;11
200;16;32;713;80;0;82;0;9;0;0;13;24;31;456;16;0;11
121;16;28;634;81;0;53;0;10;0;0;3;17;32;326;13;0;11
130;16;23;559;109;0;39;0;0;0;0;2;5;33;328;20;0;11
123;16;16;650;106;0;50;0;5;0;0;8;15;34;337;13;1;11
210;16;39;869;144;0;80;0;2;0;0;4;23;35;509;5;2;11
163;16;46;786;119;0;63;0;10;0;0;2;21;36;444;20;0;11
205;16;60;899;130;0;68;0;1;0;0;5;32;37;516;13;2;11
133;16;14;648;126;0;40;0;2;0;0;5;12;38;356;23;1;11
184;16;35;691;122;0;60;0;7;0;0;3;27;39;458;18;2;11
182;16;39;741;129;0;57;0;11;0;0;6;26;40;463;12;1;11
168;16;40;781;147;0;68;0;1;0;0;7;24;41;472;15;2;11
160;16;35;730;119;0;57;0;4;0;0;9;21;42;416;11;0;11
168;16;17;692;124;0;29;0;2;0;0;3;13;43;373;17;0;11
55;16;21;473;165;0;4;0;0;0;0;1;5;44;266;14;1;11
144;16;10;565;140;0;9;0;7;0;0;1;11;45;331;8;1;11
127;16;8;555;116;0;10;0;10;0;0;3;6;46;288;8;0;11
239;16;27;952;211;0;92;0;9;0;0;15;39;47;637;2;3;11
155;16;28;735;167;0;42;0;7;0;0;1;14;48;421;6;1;11
268;16;23;895;125;0;57;0;1;0;0;6;18;49;512;14;0;11
158;16;28;698;147;0;25;0;8;0;0;4;6;50;394;17;1;11
180;16;49;841;197;0;75;0;5;0;0;5;31;51;558;14;2;11
156;16;24;722;110;0;58;0;3;0;0;8;21;52;410;27;3;11
201;16;29;928;179;0;59;0;19;0;0;6;31;53;541;13;4;11
134;16;17;602;78;0;64;0;6;0;0;4;12;54;318;2;1;11
151;16;36;585;115;0;44;0;1;0;0;0;18;55;366;1;0;11
208;16;36;838;116;0;86;0;3;0;0;9;28;56;501;15;0;11
179;16;29;734;140;0;54;0;3;0;0;10;17;57;460;28;0;11
158;16;33;689;136;0;35;0;5;0;0;6;13;58;402;16;0;11
199;16;41;711;140;0;34;0;1;0;0;6;26;59;459;9;3;11
243;16;46;865;133;0;65;0;5;0;0;6;24;60;532;8;2;11
204;16;28;815;168;0;56;0;6;0;0;5;20;61;493;5;1;11
193;16;48;737;164;0;40;0;4;0;0;3;24;62;510;33;1;11
173;16;22;728;121;0;32;0;4;0;0;8;24;63;409;25;0;11
90;16;12;288;68;0;6;0;1;0;0;2;3;64;187;5;0;11
278;16;48;923;169;0;40;0;14;0;0;9;26;65;598;12;2;11
112;16;16;480;61;0;51;0;3;0;0;3;26;66;276;4;0;11
175;16;38;708;103;0;57;0;3;0;0;7;30;67;419;6;0;11
147;16;8;652;149;0;26;0;2;0;0;6;7;68;354;7;2;11
201;16;21;797;174;0;21;0;10;0;0;7;16;69;466;14;2;11
155;16;46;712;137;0;47;0;2;0;0;6;28;70;454;33;0;11
111;16;17;416;84;0;26;0;1;0;0;3;10;71;266;14;0;11
178;16;60;676;117;0;55;0;1;0;0;2;39;72;457;4;1;11
138;16;22;488;94;0;18;0;9;0;0;2;7;73;300;9;1;11
165;16;23;586;117;0;15;0;22;0;0;4;16;74;371;9;0;11
173;16;96;710;89;0;67;0;1;0;0;4;49;75;489;9;1;11
218;16;71;915;107;0;88;0;2;0;0;6;75;76;588;21;0;11
171;16;115;944;169;0;94;0;1;0;0;4;47;77;615;12;2;11
192;16;131;919;151;0;77;0;1;0;0;4;77;78;639;5;1;11
116;16;34;496;171;0;18;0;1;0;0;2;15;79;375;18;0;11
205;16;35;836;203;0;40;0;2;0;0;1;36;80;546;24;0;11
182;16;40;832;135;0;73;0;0;0;0;2;28;81;464;4;0;11
138;16;19;544;143;0;19;0;6;0;0;3;12;82;350;8;2;11
0;16;0;0;0;0;0;0;0;0;0;0;0;83;0;0;0;11
0;16;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;11
0;16;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;11
3243;16;824;0;1834;0;1443;0;93;0;0;87;471;86;8095;82;18;11
43;17;18;0;21;0;30;0;0;0;0;2;8;0;125;3;0;12
183;17;22;812;95;0;82;0;10;0;0;8;22;1;436;14;0;12
173;17;28;746;94;0;85;0;5;0;0;4;30;2;428;9;0;12
179;17;30;882;92;0;118;0;5;0;0;11;37;3;476;2;2;12
150;17;37;671;64;0;74;0;4;0;0;4;26;4;361;2;0;12
152;17;37;779;78;0;89;0;3;0;0;5;31;5;401;5;1;12
178;17;40;827;96;0;111;0;2;0;0;5;27;6;470;11;0;12
199;17;47;920;140;0;93;0;3;0;0;10;34;7;533;7;0;12
230;17;59;950;135;0;76;0;5;0;0;11;34;8;581;30;1;12
186;17;60;888;135;0;98;0;6;0;0;5;35;9;536;11;0;12
200;17;25;903;117;0;102;0;9;0;0;8;37;10;501;3;0;12
200;17;44;925;138;0;83;0;3;0;0;13;23;11;516;12;0;12
186;17;24;922;151;0;70;0;8;0;0;11;27;12;498;21;0;12
227;17;57;946;114;0;92;0;8;0;0;19;28;13;556;11;0;12
183;17;53;783;114;0;83;0;3;0;0;7;31;14;481;5;2;12
151;17;29;814;137;0;51;0;3;0;0;7;12;15;399;9;0;12
155;17;25;737;101;0;56;0;3;0;0;4;20;16;386;22;0;12
172;17;38;830;102;0;93;0;3;0;0;6;22;17;466;30;0;12
224;17;49;908;111;0;95;0;8;0;0;7;32;18;531;5;0;12
111;17;21;625;118;0;64;0;6;0;0;4;30;19;369;14;1;12
236;17;38;966;139;0;76;0;3;0;0;7;24;20;527;3;1;12
222;17;34;999;246;0;65;0;15;0;0;8;29;21;627;7;1;12
226;17;42;967;187;0;57;0;6;0;0;9;34;22;574;12;1;12
183;17;44;929;181;0;76;0;5;0;0;6;34;23;543;14;0;12
248;17;91;1042;230;0;60;0;1;0;0;4;46;24;699;17;2;12
162;17;43;864;121;0;50;0;4;0;0;2;17;25;414;15;0;12
248;17;50;1136;203;0;77;0;3;0;0;8;44;26;657;22;2;12
229;17;59;1003;163;0;90;0;2;0;0;6;46;27;609;11;3;12
292;17;100;1087;187;0;67;0;2;0;0;3;49;28;712;11;1;12
216;17;67;1056;157;0;92;0;6;0;0;2;50;29;609;18;1;12
191;17;60;908;155;0;61;0;3;0;0;4;36;30;524;12;2;12
211;17;96;952;127;0;80;0;3;0;0;3;83;31;622;18;1;12
178;17;74;869;142;0;64;0;1;0;0;3;69;32;535;3;1;12
202;17;93;877;176;0;56;0;1;0;0;1;61;33;633;41;2;12
160;17;112;950;158;0;66;0;1;0;0;7;78;34;603;20;1;12
188;17;92;875;156;0;51;0;0;0;0;4;44;35;543;7;1;12
165;17;91;857;147;0;44;0;0;0;0;1;55;36;523;18;2;12
154;17;105;860;158;0;65;0;1;0;0;1;72;37;569;11;2;12
0;17;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;12
0;17;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;12
1923;17;622;0;1081;0;947;0;19;0;0;79;391;40;5122;53;7;12
55;18;19;0;25;0;24;0;1;0;0;0;8;0;136;4;0;13
155;18;49;756;92;0;95;0;5;0;0;5;32;1;445;11;1;13
182;18;40;895;100;0;119;0;3;0;0;3;51;2;505;7;0;13
206;18;48;884;78;0;111;0;1;0;0;7;48;3;505;6;0;13
170;18;41;741;87;0;107;0;0;0;0;4;35;4;456;12;0;13
154;18;40;682;73;0;84;0;5;0;0;6;24;5;399;13;0;13
140;18;31;676;88;0;80;0;0;0;0;5;47;6;397;5;1;13
157;18;49;812;95;0;106;0;0;0;0;9;34;7;455;4;1;13
98;18;32;495;45;0;79;0;0;0;0;5;25;8;291;7;0;13
138;18;56;703;81;0;99;0;0;0;0;3;41;9;425;2;5;13
226;18;68;985;117;0;129;0;3;0;0;7;66;10;618;1;1;13
123;18;57;687;92;0;72;0;4;0;0;7;39;11;406;12;0;13
163;18;63;757;77;0;104;0;2;0;0;7;36;12;458;5;1;13
239;18;88;989;101;0;124;0;1;0;0;6;46;13;622;14;3;13
246;18;41;1020;191;0;57;0;8;0;0;3;22;14;595;23;4;13
104;18;27;544;45;0;99;0;4;0;0;11;40;15;332;0;2;13
158;18;95;882;94;0;117;0;0;0;0;1;51;16;525;7;2;13
174;18;62;765;78;0;86;0;1;0;0;12;39;17;463;11;0;13
119;18;26;587;70;0;74;0;2;0;0;8;31;18;340;9;1;13
186;18;96;974;108;0;119;0;2;0;0;10;82;19;616;10;3;13
164;18;143;964;98;0;115;0;0;0;0;7;84;20;615;3;1;13
176;18;103;992;85;0;119;0;1;0;0;8;54;21;566;20;0;13
154;18;96;912;107;0;86;0;1;0;0;4;78;22;535;8;1;13
128;18;90;816;82;0;100;0;1;0;0;9;49;23;470;10;1;13
153;18;35;682;84;0;53;0;4;0;0;1;31;24;371;8;2;13
171;18;73;809;104;0;79;0;0;0;0;5;54;25;495;9;0;13
138;18;84;832;126;0;77;0;1;0;0;5;61;26;507;13;2;13
174;18;49;779;141;0;52;0;2;0;0;2;26;27;462;11;5;13
162;18;103;871;112;0;98;0;0;0;0;8;52;28;539;4;0;13
170;18;101;935;107;0;122;0;1;0;0;5;71;29;598;21;0;13
243;18;85;955;180;0;39;0;0;0;0;3;29;30;596;17;0;13
187;18;105;848;131;0;62;0;2;0;0;4;63;31;561;7;0;13
162;18;79;692;62;0;75;0;2;0;0;2;23;32;415;9;1;13
161;18;116;911;143;0;77;0;5;0;0;2;54;33;567;9;0;13
141;18;84;647;56;0;70;0;1;0;0;6;47;34;410;5;0;13
156;18;116;794;73;0;68;0;0;0;0;4;63;35;497;17;0;13
170;18;113;867;125;0;73;0;0;0;0;1;92;36;579;4;1;13
139;18;120;738;84;0;61;0;0;0;0;2;56;37;473;10;1;13
169;18;127;856;95;0;61;0;0;0;0;3;79;38;541;6;1;13
160;18;148;909;130;0;53;0;0;0;0;3;86;39;590;10;0;13
7;18;34;0;8;0;1;0;0;0;0;0;1;40;53;2;0;13
1869;18;1080;0;926;0;1055;0;6;0;0;43;524;41;5577;59;15;13
68;19;14;0;43;0;17;0;0;0;0;1;21;0;166;2;0;14
137;19;24;582;81;0;22;0;2;0;0;3;12;1;292;10;1;14
120;19;51;660;112;0;54;0;0;0;0;8;29;2;389;14;1;14
189;19;45;783;141;0;36;0;2;0;0;9;37;3;462;3;0;14
198;19;36;787;125;0;41;0;1;0;0;6;26;4;450;12;5;14
182;19;47;801;138;0;49;0;9;0;0;6;32;5;482;19;0;14
157;19;48;757;93;0;56;0;3;0;0;6;46;6;438;28;1;14
110;19;106;648;66;0;33;0;3;0;0;5;65;7;398;10;0;14
113;19;64;559;52;0;49;0;0;0;0;5;39;8;336;13;1;14
171;19;87;845;106;0;67;0;0;0;0;2;76;9;525;14;2;14
166;19;93;854;101;0;75;0;1;0;0;4;49;10;500;10;1;14
34;19;52;198;21;0;3;0;0;0;0;0;4;11;121;7;0;14
155;19;86;884;104;0;70;0;0;0;0;4;50;12;495;26;0;14
161;19;68;681;121;0;52;0;1;0;0;4;46;13;466;13;0;14
96;19;80;591;67;0;71;0;0;0;0;0;59;14;377;4;0;14
136;19;77;641;83;0;51;0;0;0;0;1;44;15;400;8;0;14
103;19;106;665;87;0;55;0;0;0;0;6;41;16;408;10;0;14
113;19;80;574;96;0;50;0;1;0;0;5;32;17;392;12;3;14
121;19;72;608;76;0;37;0;2;0;0;2;37;18;366;19;0;14
142;19;73;517;82;0;25;0;0;0;0;0;27;19;356;6;1;14
143;19;87;690;91;0;45;0;0;0;0;7;50;20;435;12;0;14
189;19;89;808;95;0;45;0;1;0;0;3;50;21;495;23;0;14
140;19;77;741;114;0;45;0;4;0;0;8;36;22;439;15;0;14
102;19;58;516;60;0;37;0;1;0;0;0;37;23;307;12;0;14
185;19;76;827;129;0;51;0;1;0;0;4;49;24;500;5;0;14
99;19;16;425;80;0;13;0;1;0;0;2;5;25;229;9;4;14
140;19;20;562;113;0;9;0;10;0;0;6;8;26;320;11;3;14
233;19;28;879;182;0;32;0;17;0;0;6;14;27;549;34;3;14
184;19;53;631;119;0;16;0;1;0;0;2;16;28;399;7;1;14
139;19;20;563;100;0;26;0;11;0;0;1;20;29;323;6;0;14
178;19;20;638;114;0;14;0;3;0;0;5;11;30;361;13;3;14
33;19;15;174;27;0;8;0;0;0;0;1;15;31;103;4;0;14
177;19;43;637;139;0;34;0;3;0;0;2;10;32;413;4;1;14
141;19;52;713;102;0;30;0;1;0;0;4;34;33;386;19;3;14
125;19;73;668;111;0;49;0;1;0;0;1;47;34;410;3;0;14
158;19;74;743;121;0;54;0;0;0;0;6;38;35;459;8;0;14
108;19;119;698;98;0;60;0;0;0;0;2;72;36;473;14;0;14
149;19;77;760;116;0;41;0;1;0;0;2;41;37;447;19;1;14
71;19;20;276;42;0;15;0;1;0;0;2;22;38;180;7;0;14
132;19;59;737;87;0;51;0;0;0;0;3;37;39;376;7;0;14
81;19;113;589;77;0;22;0;0;0;0;1;62;40;371;15;0;14
114;19;36;560;134;0;15;0;0;0;0;4;9;41;327;15;0;14
101;19;62;553;97;0;17;0;3;0;0;2;37;42;324;5;0;14
151;19;99;701;107;0;46;0;1;0;0;2;68;43;481;7;0;14
91;19;90;584;79;0;46;0;0;0;0;2;62;44;374;3;1;14
86;19;95;587;98;0;32;0;0;0;0;3;70;45;388;4;0;14
147;19;111;742;102;0;58;0;0;0;0;3;57;46;503;24;1;14
154;19;115;739;100;0;37;0;1;0;0;5;58;47;483;12;1;14
176;19;45;635;115;0;27;0;4;0;0;4;24;48;405;10;0;14
153;19;92;770;122;0;49;0;1;0;0;5;58;49;503;22;1;14
176;19;81;817;119;0;84;0;3;0;0;5;53;50;527;3;3;14
180;19;67;752;124;0;40;0;5;0;0;1;25;51;452;10;0;14
141;19;42;604;107;0;32;0;3;0;0;3;25;52;373;18;2;14
154;19;82;638;88;0;58;0;2;0;0;3;39;53;433;7;0;14
199;19;60;986;173;0;47;0;1;0;0;6;40;54;551;25;0;14
140;19;55;644;116;0;43;0;1;0;0;7;24;55;389;3;0;14
176;19;86;731;129;0;63;0;0;0;0;4;32;56;496;6;0;14
134;19;75;401;70;0;5;0;0;0;0;0;7;57;313;22;0;14
123;19;63;418;61;0;35;0;0;0;0;0;25;58;307;0;0;14
241;19;44;839;201;0;39;0;7;0;0;10;24;59;573;7;0;14
