SPOE;BZ;OEVP;WBER;FPOE;WIFF;GRUE;SLP;GFW;FREIE;M;ANDAS;NEOS;SPR;ABG.;UNG.;WWW;WK
180;23;24;738;186;0;31;0;6;0;0;4;17;23;461;12;1;18
141;23;52;660;136;0;35;0;0;0;0;8;37;24;423;12;2;18
127;23;35;637;94;0;62;0;1;0;0;6;33;25;365;6;1;18
153;23;130;793;123;0;52;0;0;0;0;4;90;26;560;6;2;18
130;23;72;711;148;0;40;0;0;0;0;2;45;27;453;15;1;18
121;23;48;550;105;0;34;0;2;0;0;1;31;28;350;8;0;18
200;23;72;835;153;0;84;0;2;0;0;6;57;29;588;14;0;18
133;23;101;710;110;0;66;0;1;0;0;1;84;30;516;17;3;18
104;23;92;647;112;0;51;0;0;0;0;5;58;31;430;7;1;18
145;23;54;605;117;0;41;0;0;0;0;1;50;32;422;14;0;18
140;23;70;702;125;0;45;0;0;0;0;4;76;33;465;4;1;18
134;23;66;547;93;0;50;0;0;0;0;1;41;34;398;13;0;18
171;23;94;810;150;0;41;0;0;0;0;4;60;35;542;21;1;18
143;23;57;568;133;0;32;0;5;0;0;2;25;36;406;8;1;18
116;23;16;483;124;0;8;0;6;0;0;1;11;37;295;13;0;18
163;23;85;661;109;0;29;0;0;0;0;1;52;38;455;16;0;18
177;23;69;721;143;0;34;0;2;0;0;3;42;39;494;23;1;18
246;23;79;837;182;0;55;0;2;0;0;6;37;40;621;14;0;18
230;23;37;751;156;0;35;0;1;0;0;8;28;41;503;8;0;18
163;23;28;669;184;0;19;0;6;0;0;2;16;42;439;19;2;18
126;23;17;256;37;0;5;0;1;0;0;1;2;43;197;6;2;18
239;23;63;1026;163;0;55;0;4;0;0;3;41;44;577;8;1;18
198;23;29;792;195;0;52;0;5;0;0;0;22;45;518;15;2;18
255;23;46;885;192;0;29;0;9;0;0;1;25;46;571;13;1;18
167;23;44;752;199;0;34;0;6;0;0;5;31;47;497;4;7;18
95;23;30;490;132;0;16;0;6;0;0;2;7;48;299;10;1;18
120;23;15;492;143;0;7;0;7;0;0;2;7;49;308;7;0;18
316;23;24;832;162;0;23;0;3;0;0;4;21;50;596;43;0;18
350;23;82;1038;215;0;79;0;1;0;0;7;41;51;787;9;3;18
245;23;38;972;222;0;51;0;2;0;0;6;35;52;617;18;0;18
146;23;6;504;153;0;6;0;6;0;0;2;6;53;351;25;1;18
192;23;31;732;158;0;33;0;9;0;0;1;23;54;468;19;2;18
151;23;55;776;135;0;23;0;0;0;0;4;29;55;414;16;1;18
233;23;29;749;201;0;19;0;6;0;0;6;21;56;539;22;2;18
78;23;34;367;112;0;10;0;2;0;0;1;15;57;254;2;0;18
279;23;40;1077;240;0;51;0;2;0;0;10;41;58;693;28;2;18
192;23;35;679;170;0;19;0;0;0;0;4;17;59;460;22;1;18
189;23;33;740;228;0;23;0;1;0;0;4;16;60;542;46;2;18
209;23;81;777;178;0;45;0;1;0;0;6;28;61;577;28;1;18
206;23;29;788;211;0;36;0;5;0;0;7;32;62;572;40;6;18
147;23;47;792;194;0;25;0;3;0;0;6;29;63;468;16;1;18
169;23;45;814;234;0;26;0;0;0;0;1;39;64;533;18;1;18
170;23;52;799;226;0;39;0;6;0;0;5;45;65;555;12;0;18
185;23;29;801;228;0;27;0;3;0;0;6;35;66;531;17;1;18
269;23;26;756;179;0;27;0;2;0;0;3;27;67;558;23;2;18
166;23;49;694;157;0;47;0;0;0;0;1;25;68;460;15;0;18
126;23;18;487;146;0;17;0;4;0;0;4;14;69;334;5;0;18
186;23;38;840;233;0;33;0;1;0;0;5;32;70;544;15;1;18
193;23;23;694;164;0;23;0;0;0;0;2;27;71;444;10;2;18
234;23;60;942;205;0;65;0;4;0;0;6;38;72;642;29;1;18
153;23;10;543;171;0;12;0;9;0;0;1;12;73;377;8;1;18
136;23;11;538;133;0;15;0;7;0;0;2;2;74;306;0;0;18
118;23;15;500;130;0;4;0;9;0;0;5;8;75;304;14;1;18
155;23;62;713;115;0;56;0;1;0;0;7;38;76;469;31;4;18
167;23;72;688;98;0;60;0;3;0;0;12;54;77;478;12;0;18
168;23;35;661;160;0;26;0;0;0;0;1;30;78;426;5;1;18
174;23;67;711;134;0;64;0;0;0;0;5;72;79;524;8;0;18
120;23;29;614;180;0;18;0;9;0;0;0;12;80;390;21;1;18
271;23;47;969;238;0;69;0;1;0;0;4;34;81;697;32;1;18
166;23;29;690;190;0;32;0;2;0;0;3;11;82;442;9;0;18
204;23;12;717;172;0;7;0;7;0;0;3;12;83;435;18;0;18
200;23;6;766;167;0;16;0;23;0;0;4;10;84;440;13;1;18
199;23;22;715;201;0;22;0;4;0;0;1;15;85;490;26;0;18
169;23;16;559;186;0;7;0;5;0;0;5;9;86;404;6;1;18
155;23;23;570;132;0;28;0;2;0;0;4;20;87;371;6;1;18
88;23;17;422;121;0;12;0;1;0;0;2;13;88;269;14;1;18
179;23;13;722;224;0;13;0;7;0;0;3;13;89;480;26;2;18
167;23;16;595;168;0;8;0;3;0;0;1;7;90;382;12;0;18
152;23;27;604;139;0;42;0;4;0;0;2;28;91;410;16;0;18
228;23;28;801;190;0;45;0;0;0;0;5;26;92;545;23;0;18
146;23;24;599;153;0;35;0;4;0;0;2;42;93;412;6;0;18
156;23;20;799;237;0;18;0;23;0;0;10;18;94;499;13;4;18
126;23;16;614;149;0;43;0;6;0;0;4;18;95;377;12;3;18
266;23;39;904;214;0;34;0;6;0;0;4;27;96;606;13;3;18
189;23;46;790;166;0;51;0;7;0;0;5;31;97;512;17;0;18
75;23;13;353;110;0;20;0;2;0;0;2;23;98;251;6;0;18
139;23;27;622;113;0;72;0;2;0;0;1;45;99;406;6;1;18
105;23;29;496;124;0;24;0;1;0;0;1;17;100;315;10;4;18
191;23;47;750;131;0;61;0;3;0;0;11;50;101;498;3;1;18
0;23;0;0;0;0;0;0;0;0;0;0;0;102;0;0;0;18
3489;23;974;0;2328;0;796;0;28;0;0;59;507;103;8399;203;15;18
